,Unnamed: 0,id,atm_group,address,address_rus,lat,long,target,isTrain,kind
62,62,8486.0,496.5,MOSKOVSKAYA 83            PENZA       ,"Московская улица, 83, Пенза, Россия, 440000",53.197086,45.019035,0.0259088806733042,True,house
63,63,8487.0,496.5,MIRA 41                   PENZA       ,"улица Мира, 41, Пенза, Россия",53.188433,44.970049,-0.018226296461702655,True,house
64,64,8497.0,496.5,"TRUDOVAYA 1, K.1          RYAZAN      ","Трудовая улица, 1к1, Рязань, Россия, 390011",54.603425,39.762453,-0.116827337837667,True,house
65,65,8500.0,496.5,GAGARINA 29               KURAGINO    ,"переулок Гагарина, 29, посёлок городского типа Курагино, Курагинский район, Красноярский край, Россия, 662910",53.890961,92.68067,0.005782464391873453,True,house
66,66,8502.0,496.5,50 LET OKTYABRYA 6        VICHUGA     ,"улица 50 лет Октября, 6, Вичуга, Ивановская область, Россия, 155331",57.21764,41.937328,-0.10433068805502692,True,house
67,67,8511.0,496.5,PODROYKINA 28             BAGAEVSKAYA ,"улица Подройкина, 28, станица Багаевская, Багаевский район, Ростовская область, Россия",47.321464,40.369543,-0.03813813379425859,True,house
68,68,8518.0,496.5,KRASNOARMEYSKAYA 233      KYZYL       ,"Красноармейская улица, 233, Кызыл, Республика Тыва, Россия, 667000",51.715113,94.428118,-0.03146751178664767,True,house
69,69,8534.0,496.5,CHERNISHEVSKOGO 56/2      YAKUTSK     ,"улица Чернышевского, 56/2, Якутск, Республика Саха (Якутия), Россия, 677007",62.011688,129.721308,-0.076109205265034,True,house
70,70,8542.0,496.5,FRIDRIHA ENGELSA 88       VORONEZH    ,"улица Фридриха Энгельса, 88, Воронеж, Россия, 394018",51.65900900000001,39.187756,-0.031863878742005726,True,house
71,71,8557.0,496.5,SOVETSKAYA 54/1           DOMODEDOVO  ,"Советская улица, 54, микрорайон Северный, Домодедово, Московская область, Россия",55.443659,37.747981,0.08008944082766974,True,house
72,72,8560.0,496.5,ORDZHONIKIDZE 34          SHIMANOVSK  ,"улица Орджоникидзе, 34/25, Шимановск, Амурская область, Россия",51.996266,127.667571,-0.06168025059653893,True,house
73,73,8566.0,496.5,TEKSTILSCHIKOV 18         LENINSK-KUZN,"проспект Текстильщиков, 18, Ленинск-Кузнецкий, Кемеровская область, Россия, 652523",54.69732800000001,86.212944,-0.05952003290871191,True,house
74,74,8575.0,496.5,GAGARINA 9                CHELIABINSK ,"улица Гагарина, 9, Ленинский район, Челябинск, Россия, 454010",55.141845,61.44309499999999,-0.02900062543233648,True,house
75,75,8585.0,496.5,KIROVA 42                 CHELYABINSK ,"улица Кирова, 42, Челябинск, Россия, 454084",55.17923100000001,61.39845699999999,0.0070306132694172895,True,house
76,76,8588.0,496.5,"KIROVA AVE, 27A           PYATIGORSK  ","проспект Кирова, 27А, Пятигорск, Ставропольский край, Россия",44.03603,43.07835,-0.06341569106345421,True,house
77,77,8590.0,496.5,"OKTIABRYA AVE, 16         NIZHNIY NOVG","проспект Октября, 16, микрорайон Соцгород-I, Нижний Новгород, Россия, 603043",56.251202,43.866514,-0.048744881734817086,True,house
78,78,8594.0,496.5,"MIRA AVE, 27K/1           KUVANDYK    ","проспект Мира, 27, Кувандык, Оренбургская область, Россия, 462241",51.482219,57.376188,-0.09031216940918163,True,house
79,79,8601.0,496.5,POBEDI 31B                LESOSIBIRSK ,"улица Победы, 31, Лесосибирск, Красноярский край, Россия, 662543",58.18613000000001,92.53111,0.04380837953664935,True,house
80,80,8617.0,496.5,INDUSTRIALNAYA 30         SARAPUL     ,"Индустриальная улица, 30, Сарапул, Удмуртская Республика, Россия, 427968",56.449732,53.723485,-0.14500123147475488,True,house
81,81,8618.0,496.5,LENINA 48                 SVOBODNY    ,"улица Ленина, 48, Свободный, Амурская область, Россия",51.37197000000001,128.13935700000002,-0.12250819130927736,True,house
82,82,8619.0,496.5,STAVROPOLSKAYA 100        KRASNODAR   ,"Ставропольская улица, 100, микрорайон Черёмушки, Краснодар, Россия, 350033",45.01906,38.998633,-0.04738277255446415,True,house
83,83,8625.0,496.5,KHALTURINA 11             GELENDZHIK  ,"улица Халтурина, 11, Геленджик, Краснодарский край, Россия",44.568378,38.080115,-0.020059952730303518,True,house
84,84,8643.0,496.5,SCHETINKINA 12            TURAN       ,"улица Щетинкина, 14, Туран, Пий-Хемский кожуун, Республика Тыва, Россия",52.142246,93.922393,0.0074889981901422095,True,house
85,85,8658.0,496.5,BIRYUZOVA 31              MOSCOW      ,"улица Маршала Бирюзова, 31, Москва, Россия, 123060",55.796526,37.486859,-0.07718966161291686,True,house
86,86,8659.0,496.5,MYASNIKYANA 95            CHALTIR     ,"улица Мясникяна, 95, село Чалтырь, Мясниковский район, Ростовская область, Россия, 346800",47.28471500000001,39.500702,-0.09023119783684898,True,house
87,87,8660.0,496.5,LENINA 19                 TOSNO       ,"проспект Ленина, 19, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",59.547013,30.864595,-0.010322537100155724,True,house
88,88,8663.0,496.5,CHAPAEVA 2A               SERYSHEVO   ,"улица Чапаева, 2, посёлок городского типа Серышево, Серышевский район, Амурская область, Россия, 676351",51.092978,128.362247,-0.08702164994253997,True,house
89,89,8691.0,496.5,GAGARINA 14-4             P. HOVU-AKSY,"улица Гагарина, 14, село Хову-Аксы, Чеди-Хольский кожуун, Республика Тыва, Россия",51.131723,93.716464,-0.010148401162897476,True,house
90,90,8697.0,496.5,LENINA 93                 UST-LABINSK ,"улица Ленина, 93, Усть-Лабинск, Краснодарский край, Россия, 352333",45.215441,39.690147,-0.08251826011110397,True,house
91,91,8699.0,496.5,TSENTRALNAYA 45           KRASN.YARUGA,"Центральная улица, 45, посёлок городского типа Красная Яруга, Краснояружский район, Белгородская область, Россия, 309420",50.802065,35.656945,-0.04783485347896513,True,house
92,92,8700.0,496.5,BAUMANA 16                YOSHKAR-OLA ,"улица Баумана, 16, Йошкар-Ола, Республика Марий Эл, Россия, 424019",56.64108,47.84341,-0.09438394857516988,True,house
93,93,8702.0,496.5,"70 LET OKTYABRYA, 25/2    OMSK        ","улица 70 лет Октября, 25/2, Омск, Россия, 644074",54.976592,73.33403100000002,-0.08490357516611999,True,house
94,94,8709.0,496.5,KRASNOOKTYABRSKAYA 66V    MAYKOP      ,"Краснооктябрьская улица, 62, Майкоп, Республика Адыгея, Россия, 385006",44.618387,40.10746,-0.021940545842015585,True,house
95,95,8715.0,496.5,SHOLOM-ALEYHAMA 72        BIROBIDZHAN ,"улица Шолом-Алейхема, 72, Биробиджан, Еврейская автономная область, Россия, 679016",48.801131,132.906429,0.07325575442042899,True,house
96,96,8717.0,496.5,LENINA 40                 EFREMOV     ,"улица Ленина, 40, Ефремов, Тульская область, Россия, 301840",53.145073,38.105187,-0.05393145648515777,True,house
97,97,8720.0,496.5,KASHIRINIKH 124           CHELYABINSK ,"улица Братьев Кашириных, 124, Челябинск, Россия, 454128",55.174296,61.304511,-0.08112422369102341,True,house
98,98,8722.0,496.5,AVTOMOBILISTOV 4A         ULAN-UDE    ,"проспект Автомобилистов, 4Ак1, Улан-Удэ, Республика Бурятия, Россия, 670045",51.831086,107.657625,-0.11923022403327956,True,house
99,99,8731.0,496.5,YAROSLAVSKAYA 56          UGLICH      ,"Ярославская улица, 56, Углич, Ярославская область, Россия, 152610",57.53267,38.333269,-0.02330640466529364,True,house
100,100,8735.0,496.5,K.MARKSA 8                KURSK       ,"улица Карла Маркса, 8, Курск, Россия, 305004",51.750199,36.191928,-0.14175340176593873,True,house
101,101,8736.0,496.5,LUNACHARSKOGO 49          OBOYAN      ,"улица Луначарского, 49, Обоянь, Курская область, Россия",51.208488,36.280367,0.03122450469925518,True,house
102,102,8745.0,496.5,AK. KIRENSKOGO 2          KRASNOYARSK ,"улица Академика Киренского, 2, Красноярск, Россия, 660074",55.995649,92.786905,-0.09148681288490956,True,house
103,103,8750.0,496.5,LENINA 23                 BRYANSK     ,"проспект Ленина, 23, Брянск, Россия, 241050",53.239434,34.35879,-0.027333947851448426,True,house
104,104,8755.0,496.5,KIROVA 7A                 ASTRAKHAN   ,"улица Кирова, 7/28, Астрахань, Россия, 414000",46.352485,48.038362,-0.04529878585356543,True,house
105,105,8756.0,496.5,OKTYABRSKAYA 4            VOLODARSKIY ,"Октябрьская площадь, 4, посёлок городского типа Володарский, Володарский район, Астраханская область, Россия, 416170",46.402883,48.543027,-0.05870397594945995,True,house
106,106,8759.0,496.5,"NABEREZHNAYA 1 MAY, 160   ASTRAKHAN   ","улица Набережная 1 Мая, 160/94, Астрахань, Россия, 414000",46.343234,48.051675,-0.07256212672580185,True,house
107,107,8770.0,496.5,BEZHITSKAYA 1/5           BRYANSK     ,"Бежицкая улица, 1к5, Брянск, Россия, 241007",53.268374,34.355008000000005,-0.04295661014204959,True,house
108,108,8771.0,496.5,KRILATAYA 2               KRASNODAR   ,"Крылатая улица, 2, жилой массив Пашковский, Краснодар, Россия, 350023",45.011446,39.122529,-0.06185199719608433,True,house
109,109,8781.0,496.5,SOVETSKIY 3               BIKIN       ,"Советский переулок, 3, Бикин, Хабаровский край, Россия, 682970",46.824789,134.25341699999998,-0.0034579326085033856,True,house
110,110,8790.0,496.5,PUSHKINA 22               ELETS       ,"улица Пушкина, 22, Елец, Липецкая область, Россия, 399772",52.608066,38.501362,-0.08184239791870787,True,house
111,111,8797.0,496.5,IPPODROMNAYA 15B          ELISTA      ,"Ипподромная улица, 15, Элиста, Республика Калмыкия, Россия, 358005",46.321623,44.233611,-0.07983827673128033,True,house
112,112,13.0,496.5,KOMMUNARSKIY 18           BIYSK       ,"Коммунарский переулок, 18, Бийск, Алтайский край, Россия, 659300",52.540672,85.22168,-0.05035007441799007,True,house
113,113,18.0,496.5,VERKHNAYA DUBROVA 26ZH    VLADIMIR    ,"улица Верхняя Дуброва, 26Ж, Владимир, Россия, 600022",56.109039,40.344112,-0.09047449122094946,True,house
114,114,23.0,496.5,SOVETSKAYA 7              TOSNO       ,"Советская улица, 7, Тосно, Тосненское городское поселение, Ленинградская область, Россия, 187000",59.542333,30.880522,-0.03724813854736477,True,house
115,115,24.0,496.5,PIONERSKAYA 10A           KHABAROVSK  ,"Пионерская улица, 10А, Хабаровск, Россия",48.458826,135.089668,0.009396823260080138,True,house
116,116,29.0,496.5,LENINA 32                 YUKHNOV     ,"улица Ленина, 32, Юхнов, Калужская область, Россия, 249910",54.74085400000001,35.225583,-0.05089843699161909,True,house
117,117,61.0,496.5,DZERZHINSKOGO 82/2        VELSK       ,"улица Дзержинского, 82, Вельск, Архангельская область, Россия, 165150",61.069724,42.112419,-0.06948519689808405,True,house
118,118,62.0,496.5,LENINA 2                  USMAN       ,"улица Ленина, 2, Усмань, Липецкая область, Россия",52.038882,39.73668,-0.05607726556749221,True,house
119,119,68.0,496.5,VOROSHILOVA 6/24          KRASNIY SULI,"улица Ворошилова, 6, Красный Сулин, Ростовская область, Россия",47.894769,40.057549,-0.06626410445612932,True,house
120,120,72.0,496.5,MIRA 11A                  LAKINSK     ,"улица Мира, 11А, Лакинск, Собинский район, Владимирская область, Россия, 601241",56.022348,39.979908,-0.06330300247529215,True,house
121,121,75.0,496.5,SOVETSKAYA 82             STARONIZHEST,"Советская улица, 82, станица Старонижестеблиевская, Красноармейский район, Краснодарский край, Россия",45.377812,38.438713,0.08910534933985331,True,house
122,122,76.0,496.5,PSKOVSKAYA 2              VOLOGDA     ,"Псковская улица, 2, Вологда, Россия, 160034",59.201007,39.829368,-0.08820784687667625,True,house
123,123,80.0,496.5,BRYANSKAYA 67A            TRUBCHEVSK  ,"Брянская улица, 67А, Трубчевск, Брянская область, Россия, 242220",52.58039100000001,33.766477,-0.11489727343702412,True,house
124,124,84.0,496.5,KRUPSKOY 15               ZAKAMENSK   ,"улица Крупской, 15, Закаменск, Республика Бурятия, Россия, 671950",50.375026,103.285462,0.010163564887207271,True,house
125,125,89.0,496.5,VOLODARSKOGO 1            TARUSA      ,"улица Володарского, 1, Таруса, Калужская область, Россия",54.727084,37.181081,-0.1333332450980473,True,house
126,126,93.0,496.5,ASTRAKHANSKAYA 189A       TAMBOV      ,"Астраханская улица, 189А, Тамбов, Россия, 392005",52.675552,41.465308,-0.0778446091413019,True,house
127,127,101.0,496.5,LENINGRADSKAYA 58         KHABAROVSK  ,"Ленинградская улица, 58, Хабаровск, Россия, 680021",48.496609,135.07277,-0.08953466824085697,True,house
128,128,106.0,496.5,LEKONTA 1/1               OMSK        ,"улица Леконта, 1к1, Омск, Россия, 644020",54.940753,73.386556,-0.14500123147475488,True,house
129,129,119.0,496.5,"IGNATIEVSKOE AVE,17       BLAGOVESHENS","Игнатьевское шоссе, городской округ Благовещенск, Амурская область, Россия",50.351708,127.460204,-0.030739618192407617,True,house
130,130,121.0,496.5,TAEZHNAYA 32              KAA-KHEM    ,"Таёжная улица, посёлок городского типа Каа-Хем, Кызылский кожуун, Республика Тыва, Россия",51.693519,94.559263,0.011338967382267232,True,street
131,131,126.0,496.5,KRASNOARMEYSKAYA 137      KIZIL       ,"Красноармейская улица, 137, Кызыл, Республика Тыва, Россия",51.716229,94.440685,0.03331461011246056,True,house
132,132,132.0,496.5,KOOPERATIVNAYA 59         CHEKMAGUSH  ,"Кооперативная улица, 59, село Чекмагуш, Чекмагушевский район, Республика Башкортостан, Россия, 452200",55.13810400000001,54.653744,-0.05199984917312545,True,house
133,133,139.0,496.5,BEREZOVIY 3A              SELENGINSK  ,"микрорайон Берёзовый, 3А, посёлок городского типа Селенгинск, Кабанский район, Республика Бурятия, Россия, 671247",52.00588,106.864125,0.054741890157150204,True,house
134,134,145.0,496.5,"POSHEKHONSKOE AVE,22      VOLOGDA     ","Пошехонское шоссе, 22, Вологда, Россия",59.197256,39.859246,-0.010273139439971707,True,house
135,135,2940.0,1022.0,ABB 1 DEKABRISTOV UL      KAZAN       ,"1-й переулок Декабристов, поселок Фрунзевец, Апрелевка, Наро-Фоминский городской округ, Московская область, Россия",55.52905300000001,37.026741,-0.10583718748257466,True,
136,136,4620.0,1022.0,ABB 24 KORABELNAYA        NIZHNEKAMSK ,"Корабельная улица, 24, Нижнекамск, Республика Татарстан, Россия, 423578",55.624388,51.7995,-0.08099983751451277,True,house
137,137,294.0,1022.0,ABB 53 A YULIUSA FUCHIKA  KAZAN       ,"улица Юлиуса Фучика, 53А, Казань, Республика Татарстан, Россия, 420141",55.74375500000001,49.203549,-0.12597963007001686,True,house
138,138,1978.0,1022.0,ABB 14 CHISTOPOLSKAYA     KAZAN       ,"Чистопольская улица, 14, Казань, Республика Татарстан, Россия, 420066",55.818574,49.108157,-0.07859949534907965,True,house
139,139,1991.0,1022.0,"ABB 11 PROLETARSKAYA      VYS.GORA,   ","Пролетарская улица, 11, посёлок городского типа Кесова Гора, Кесовогорский район, Тверская область, Россия, 171470",57.587228,37.296586,-0.08709143011786058,True,
140,140,4509.0,1022.0,ABB 97 RIKHARDA ZORGE     KAZAN       ,"улица Рихарда Зорге, 97, Казань, Республика Татарстан, Россия, 420139",55.744429,49.219772,-0.07706384345842962,True,house
141,141,4598.0,1022.0,ABB 141 POBEDY PR.        KAZAN       ,"проспект Победы, 141, Казань, Республика Татарстан, Россия, 420100",55.780957,49.213125,-0.06557084537563818,True,
142,142,4665.0,1022.0,ABB 32 LENINA             ZELENODOLSK ,"улица Ленина, 32, Зеленодольск, Республика Татарстан, Россия, 422550",55.846997,48.500033,-0.06655856143748902,True,house
143,143,4698.0,1022.0,ABB 113A LENINA           ALMETEVSK   ,"улица Ленина, 113А, Альметьевск, Республика Татарстан, Россия, 423461",54.898178,52.272481,-0.0748998023959967,True,house
144,144,153.0,1022.0,ABB 13 B. KHMELNICKOGO    CHELYABINSK ,"улица Богдана Хмельницкого, 13, Челябинск, Россия, 454047",55.25759100000001,61.395834,-0.14500123147475488,True,house
145,145,317.0,1022.0,ABB METRO ST.PL. TUKAYA   KAZAN       ,"метро Площадь Габдуллы Тукая, Центральная линия, Казань, Республика Татарстан, Россия",55.786065,49.124542,-0.08503765605085375,True,street
146,146,322.0,1022.0,ABB 45 KH. MAVLYUTOVA     KAZAN       ,"улица Хусаина Мавлютова, 45, Казань, Республика Татарстан, Россия, 420101",55.74461700000001,49.192832,-0.02753584856870541,True,house
